                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,,,,,,
357,1.3991,1.0765,1.0303,0.55729,0.44203,0.46573,0.28249,1.3535,1.0767,1.0285,0.003592,0.003592,0.003592,,,,,,
358,1.4013,1.0827,1.0327,0.55699,0.4414,0.46581,0.28248,1.3535,1.0766,1.0285,0.003574,0.003574,0.003574,,,,,,
359,1.3969,1.0771,1.0286,0.55816,0.44184,0.46585,0.28242,1.3536,1.0765,1.0284,0.003556,0.003556,0.003556,,,,,,
360,1.4018,1.0809,1.0305,0.55873,0.44166,0.46596,0.28262,1.3535,1.0763,1.0284,0.003538,0.003538,0.003538,,,,,,
361,1.4006,1.0805,1.0281,0.55824,0.44141,0.46589,0.28269,1.3535,1.0764,1.0284,0.00352,0.00352,0.00352,,,,,,
362,1.3971,1.0745,1.0288,0.55733,0.44224,0.46605,0.28273,1.3535,1.0763,1.0285,0.003502,0.003502,0.003502,,,,,,
363,1.3959,1.0745,1.0297,0.55568,0.4431,0.46623,0.28279,1.3533,1.0763,1.0284,0.003484,0.003484,0.003484,,,,,,
364,1.3973,1.0766,1.0278,0.55543,0.44307,0.46615,0.28278,1.3532,1.0758,1.0283,0.003466,0.003466,0.003466,,,,,,
365,1.3994,1.0736,1.032,0.55573,0.44233,0.46652,0.2828,1.353,1.0758,1.0282,0.003448,0.003448,0.003448,,,,,,
366,1.4006,1.0825,1.0312,0.55617,0.44225,0.46651,0.28296,1.353,1.0758,1.0282,0.00343,0.00343,0.00343,,,,,,
367,1.393,1.0735,1.0269,0.55669,0.4424,0.46638,0.28292,1.3527,1.0755,1.0282,0.003412,0.003412,0.003412,,,,,,
368,1.399,1.0734,1.028,0.55742,0.4424,0.46646,0.28291,1.3525,1.0754,1.0282,0.003394,0.003394,0.003394,,,,,,
369,1.397,1.0759,1.0277,0.55838,0.44209,0.46652,0.2829,1.3525,1.0756,1.0282,0.003376,0.003376,0.003376,,,,,,
370,1.4012,1.0806,1.0292,0.55705,0.44189,0.46655,0.28284,1.3525,1.0755,1.0282,0.003358,0.003358,0.003358,,,,,,
371,1.3982,1.0747,1.0289,0.55762,0.4419,0.46653,0.28281,1.3527,1.0755,1.0282,0.00334,0.00334,0.00334,,,,,,
372,1.3986,1.0769,1.0291,0.5573,0.44178,0.46654,0.28308,1.3527,1.0754,1.0282,0.003322,0.003322,0.003322,,,,,,
373,1.3978,1.076,1.028,0.55771,0.44163,0.46659,0.28291,1.3529,1.0754,1.0282,0.003304,0.003304,0.003304,,,,,,
374,1.3966,1.0735,1.0292,0.55872,0.44176,0.46651,0.28294,1.3526,1.0754,1.0282,0.003286,0.003286,0.003286,,,,,,
375,1.3993,1.0771,1.0293,0.55901,0.44189,0.46669,0.28312,1.3526,1.0753,1.0282,0.003268,0.003268,0.003268,,,,,,
376,1.3933,1.0671,1.0279,0.55947,0.44226,0.46679,0.28314,1.3527,1.0752,1.0282,0.00325,0.00325,0.00325,,,,,,
377,1.3979,1.077,1.0296,0.55733,0.443,0.4669,0.28321,1.3523,1.075,1.028,0.003232,0.003232,0.003232,,,,,,
378,1.399,1.0762,1.0295,0.55788,0.44281,0.4669,0.28309,1.3526,1.0751,1.028,0.003214,0.003214,0.003214,,,,,,
379,1.3909,1.0681,1.0287,0.55579,0.44352,0.46688,0.28323,1.3524,1.0749,1.028,0.003196,0.003196,0.003196,,,,,,
380,1.3975,1.0751,1.0307,0.55639,0.44359,0.46694,0.28337,1.3523,1.0748,1.0279,0.003178,0.003178,0.003178,,,,,,
381,1.3946,1.0713,1.0277,0.55441,0.44461,0.46714,0.28351,1.3523,1.0751,1.0279,0.00316,0.00316,0.00316,,,,,,
382,1.3965,1.071,1.0272,0.55565,0.44362,0.46718,0.28343,1.3522,1.0751,1.0279,0.003142,0.003142,0.003142,,,,,,
383,1.3961,1.0694,1.0266,0.55363,0.44455,0.46732,0.28346,1.3522,1.075,1.0278,0.003124,0.003124,0.003124,,,,,,
384,1.3943,1.0739,1.028,0.55222,0.44584,0.46756,0.28371,1.3523,1.0748,1.0278,0.003106,0.003106,0.003106,,,,,,
385,1.3956,1.0712,1.0283,0.55238,0.44552,0.4674,0.28371,1.3523,1.075,1.0278,0.003088,0.003088,0.003088,,,,,,
386,1.3963,1.0735,1.0286,0.55376,0.44617,0.46762,0.28371,1.3522,1.0749,1.0277,0.00307,0.00307,0.00307,,,,,,
387,1.3956,1.0711,1.0265,0.55286,0.44581,0.46756,0.28374,1.352,1.0749,1.0277,0.003052,0.003052,0.003052,,,,,,
388,1.3936,1.0667,1.0242,0.55291,0.44594,0.46764,0.28377,1.352,1.0748,1.0277,0.003034,0.003034,0.003034,,,,,,
389,1.3942,1.0667,1.0261,0.55129,0.44705,0.46767,0.2839,1.3517,1.0748,1.0276,0.003016,0.003016,0.003016,,,,,,
390,1.3966,1.0718,1.0279,0.55077,0.4471,0.46773,0.2839,1.3517,1.0743,1.0275,0.002998,0.002998,0.002998,,,,,,
391,1.3905,1.0689,1.0281,0.55286,0.44639,0.46772,0.28404,1.3517,1.0743,1.0275,0.00298,0.00298,0.00298,,,,,,
392,1.3904,1.065,1.0257,0.54925,0.44695,0.46786,0.28406,1.3516,1.0742,1.0275,0.002962,0.002962,0.002962,,,,,,
393,1.3915,1.0662,1.0258,0.55258,0.44658,0.46788,0.2841,1.3515,1.0741,1.0276,0.002944,0.002944,0.002944,,,,,,
394,1.3938,1.0642,1.0246,0.55038,0.44759,0.46775,0.28414,1.3516,1.074,1.0276,0.002926,0.002926,0.002926,,,,,,
395,1.3923,1.0665,1.0244,0.55086,0.44736,0.46785,0.28414,1.3515,1.0738,1.0275,0.002908,0.002908,0.002908,,,,,,
396,1.3939,1.0732,1.0271,0.55391,0.4455,0.46795,0.28424,1.3514,1.0736,1.0275,0.00289,0.00289,0.00289,,,,,,
397,1.3967,1.0691,1.0279,0.55464,0.44541,0.46787,0.28439,1.3516,1.0737,1.0275,0.002872,0.002872,0.002872,,,,,,
398,1.3996,1.0711,1.0278,0.55318,0.44575,0.46777,0.28443,1.3514,1.0736,1.0274,0.002854,0.002854,0.002854,,,,,,
399,1.3955,1.067,1.0231,0.55563,0.44467,0.46778,0.28455,1.3515,1.0737,1.0275,0.002836,0.002836,0.002836,,,,,,
400,1.3932,1.0689,1.0263,0.55303,0.44693,0.46782,0.28458,1.3516,1.0739,1.0274,0.002818,0.002818,0.002818,,,,,,
401,1.393,1.0705,1.0293,0.55488,0.44578,0.46803,0.28477,1.3516,1.0739,1.0274,0.0028,0.0028,0.0028,,,,,,
402,1.3943,1.0635,1.027,0.55407,0.44702,0.46803,0.28478,1.3517,1.0742,1.0275,0.002782,0.002782,0.002782,,,,,,
403,1.3945,1.0686,1.0267,0.55498,0.44746,0.46828,0.28482,1.3515,1.0741,1.0273,0.002764,0.002764,0.002764,,,,,,
404,1.3953,1.0687,1.0268,0.55492,0.44798,0.46864,0.28479,1.3514,1.0739,1.0273,0.002746,0.002746,0.002746,,,,,,
405,1.3929,1.0675,1.025,0.55157,0.44961,0.46843,0.28496,1.3513,1.0739,1.0273,0.002728,0.002728,0.002728,,,,,,
406,1.3923,1.0691,1.0243,0.55365,0.44888,0.46888,0.28498,1.3513,1.074,1.0273,0.00271,0.00271,0.00271,,,,,,
407,1.3958,1.0693,1.0267,0.55355,0.44875,0.46905,0.28502,1.3514,1.0739,1.0272,0.002692,0.002692,0.002692,,,,,,
408,1.394,1.0664,1.0267,0.55257,0.44985,0.46911,0.28494,1.3514,1.0739,1.0272,0.002674,0.002674,0.002674,,,,,,
409,1.39,1.0615,1.0277,0.55478,0.44835,0.46934,0.28513,1.3514,1.0739,1.0271,0.002656,0.002656,0.002656,,,,,,
410,1.3894,1.061,1.0251,0.55513,0.44849,0.46922,0.28513,1.3514,1.0738,1.0272,0.002638,0.002638,0.002638,,,,,,
411,1.3898,1.0647,1.0234,0.55491,0.44834,0.46938,0.28514,1.3512,1.0737,1.0271,0.00262,0.00262,0.00262,,,,,,
412,1.3887,1.0595,1.0245,0.55486,0.44827,0.46961,0.28514,1.351,1.0736,1.027,0.002602,0.002602,0.002602,,,,,,
413,1.3864,1.0629,1.0239,0.55389,0.44841,0.46941,0.28509,1.3509,1.0737,1.027,0.002584,0.002584,0.002584,,,,,,
414,1.3866,1.0622,1.0274,0.55427,0.44836,0.46967,0.28522,1.3509,1.0735,1.027,0.002566,0.002566,0.002566,,,,,,
415,1.3854,1.058,1.0239,0.55543,0.4471,0.46938,0.28535,1.3508,1.0736,1.0269,0.002548,0.002548,0.002548,,,,,,
416,1.3923,1.0625,1.0254,0.55547,0.44672,0.46945,0.28526,1.3507,1.0736,1.0269,0.00253,0.00253,0.00253,,,,,,
417,1.3918,1.0635,1.0257,0.55625,0.44656,0.46966,0.28535,1.3506,1.0736,1.0269,0.002512,0.002512,0.002512,,,,,,
418,1.3868,1.0589,1.0263,0.55623,0.44646,0.46988,0.28525,1.3507,1.0734,1.0269,0.002494,0.002494,0.002494,,,,,,
419,1.3877,1.062,1.0267,0.55622,0.4466,0.47005,0.28538,1.3507,1.0732,1.0268,0.002476,0.002476,0.002476,,,,,,
420,1.3869,1.0565,1.0243,0.55597,0.44644,0.46987,0.28546,1.3506,1.0732,1.0268,0.002458,0.002458,0.002458,,,,,,
421,1.3998,1.0686,1.0264,0.55484,0.44721,0.4702,0.2855,1.3506,1.0732,1.0268,0.00244,0.00244,0.00244,,,,,,
422,1.3837,1.0562,1.0243,0.55404,0.44851,0.47018,0.28543,1.3505,1.0731,1.0267,0.002422,0.002422,0.002422,,,,,,
423,1.3915,1.0598,1.0236,0.55548,0.44767,0.47014,0.2855,1.3507,1.0732,1.0268,0.002404,0.002404,0.002404,,,,,,
424,1.3841,1.0554,1.024,0.55453,0.44885,0.47025,0.28559,1.3506,1.0731,1.0267,0.002386,0.002386,0.002386,,,,,,
425,1.392,1.061,1.0258,0.55623,0.44769,0.47021,0.2855,1.3506,1.0731,1.0267,0.002368,0.002368,0.002368,,,,,,
426,1.3908,1.0576,1.0237,0.55513,0.44882,0.47023,0.28544,1.3504,1.073,1.0267,0.00235,0.00235,0.00235,,,,,,
427,1.3865,1.0588,1.0248,0.55584,0.44898,0.47047,0.28551,1.3504,1.0729,1.0266,0.002332,0.002332,0.002332,,,,,,
428,1.3869,1.0621,1.0248,0.55751,0.44809,0.47038,0.28556,1.3501,1.0726,1.0265,0.002314,0.002314,0.002314,,,,,,
429,1.3903,1.0595,1.0252,0.55589,0.44939,0.47068,0.28561,1.3502,1.0724,1.0265,0.002296,0.002296,0.002296,,,,,,
430,1.388,1.0571,1.0239,0.55561,0.44884,0.47046,0.28575,1.3504,1.0725,1.0264,0.002278,0.002278,0.002278,,,,,,
431,1.3832,1.0579,1.0221,0.55648,0.44889,0.47048,0.28548,1.3501,1.0725,1.0264,0.00226,0.00226,0.00226,,,,,,
432,1.3875,1.0552,1.0243,0.55704,0.44898,0.47045,0.28565,1.3502,1.0726,1.0264,0.002242,0.002242,0.002242,,,,,,
433,1.381,1.0494,1.0239,0.55546,0.44902,0.47018,0.28551,1.3502,1.0726,1.0263,0.002224,0.002224,0.002224,,,,,,
434,1.3772,1.0521,1.0225,0.55552,0.4491,0.47034,0.28557,1.3505,1.0728,1.0264,0.002206,0.002206,0.002206,,,,,,
435,1.3897,1.0584,1.0236,0.55365,0.4497,0.47023,0.28564,1.3505,1.0727,1.0264,0.002188,0.002188,0.002188,,,,,,
436,1.3829,1.0494,1.0217,0.55333,0.44974,0.47005,0.28571,1.3504,1.0725,1.0264,0.00217,0.00217,0.00217,,,,,,
437,1.3886,1.0536,1.0233,0.55375,0.44951,0.47015,0.28561,1.3503,1.0724,1.0263,0.002152,0.002152,0.002152,,,,,,
438,1.3781,1.0476,1.0208,0.55414,0.44938,0.4704,0.28571,1.3505,1.0727,1.0263,0.002134,0.002134,0.002134,,,,,,
439,1.3842,1.0503,1.0231,0.55469,0.4497,0.47032,0.28567,1.3505,1.0726,1.0264,0.002116,0.002116,0.002116,,,,,,
440,1.383,1.051,1.0218,0.55538,0.44994,0.47051,0.28561,1.3507,1.0729,1.0264,0.002098,0.002098,0.002098,,,,,,
441,1.3888,1.055,1.0274,0.55595,0.44968,0.47034,0.28562,1.3506,1.0731,1.0264,0.00208,0.00208,0.00208,,,,,,
442,1.379,1.0484,1.0212,0.55642,0.44997,0.47046,0.28569,1.3504,1.0728,1.0264,0.002062,0.002062,0.002062,,,,,,
443,1.3864,1.0554,1.0252,0.55648,0.44957,0.4705,0.28565,1.3504,1.0728,1.0264,0.002044,0.002044,0.002044,,,,,,
444,1.3841,1.0549,1.024,0.55719,0.45042,0.47062,0.28558,1.3506,1.0728,1.0265,0.002026,0.002026,0.002026,,,,,,
445,1.3895,1.0545,1.0212,0.55746,0.45035,0.4705,0.28564,1.3505,1.0729,1.0265,0.002008,0.002008,0.002008,,,,,,
446,1.3789,1.0476,1.0238,0.55698,0.45028,0.47053,0.28578,1.3504,1.0728,1.0264,0.00199,0.00199,0.00199,,,,,,
447,1.385,1.0527,1.0227,0.5557,0.45104,0.47056,0.2858,1.3504,1.0726,1.0264,0.001972,0.001972,0.001972,,,,,,
448,1.3764,1.0439,1.0202,0.55629,0.45112,0.47053,0.28586,1.3504,1.0727,1.0264,0.001954,0.001954,0.001954,,,,,,
449,1.3781,1.0489,1.022,0.55708,0.4506,0.47069,0.2856,1.3503,1.0726,1.0263,0.001936,0.001936,0.001936,,,,,,
450,1.3837,1.0485,1.0248,0.55901,0.44905,0.47061,0.28581,1.3503,1.0725,1.0264,0.001918,0.001918,0.001918,,,,,,
451,1.3808,1.0479,1.0227,0.55869,0.44897,0.47074,0.28586,1.3504,1.0727,1.0264,0.0019,0.0019,0.0019,,,,,,
452,1.3841,1.0507,1.0221,0.55859,0.449,0.47086,0.28603,1.3504,1.0726,1.0264,0.001882,0.001882,0.001882,,,,,,
453,1.3865,1.0506,1.0223,0.55753,0.45027,0.47056,0.28586,1.3507,1.0727,1.0265,0.001864,0.001864,0.001864,,,,,,
454,1.3828,1.0489,1.0217,0.55833,0.44849,0.47066,0.28577,1.3506,1.073,1.0264,0.001846,0.001846,0.001846,,,,,,
455,1.3795,1.0456,1.0194,0.55718,0.45009,0.47085,0.28573,1.3507,1.0729,1.0264,0.001828,0.001828,0.001828,,,,,,
456,1.3813,1.045,1.0214,0.55887,0.44822,0.4709,0.28585,1.3505,1.0729,1.0264,0.00181,0.00181,0.00181,,,,,,
457,1.3786,1.0491,1.0223,0.55776,0.44918,0.47085,0.28579,1.3507,1.0728,1.0264,0.001792,0.001792,0.001792,,,,,,
458,1.3777,1.0456,1.0226,0.55764,0.44926,0.47091,0.28596,1.3508,1.0729,1.0264,0.001774,0.001774,0.001774,,,,,,
459,1.3761,1.0462,1.0223,0.55774,0.44875,0.47071,0.28577,1.3508,1.0731,1.0264,0.001756,0.001756,0.001756,,,,,,
460,1.3754,1.0412,1.0205,0.5574,0.44868,0.47106,0.28568,1.3508,1.0731,1.0264,0.001738,0.001738,0.001738,,,,,,
461,1.3756,1.0413,1.0207,0.55791,0.44888,0.47117,0.28565,1.351,1.0733,1.0265,0.00172,0.00172,0.00172,,,,,,
462,1.3777,1.0469,1.0194,0.5576,0.44903,0.47102,0.28563,1.351,1.0732,1.0264,0.001702,0.001702,0.001702,,,,,,
463,1.3769,1.0429,1.0214,0.55905,0.44906,0.47108,0.28544,1.3509,1.0731,1.0264,0.001684,0.001684,0.001684,,,,,,
464,1.3834,1.045,1.0214,0.55864,0.44929,0.47107,0.2855,1.3508,1.0727,1.0263,0.001666,0.001666,0.001666,,,,,,
465,1.3837,1.0487,1.0232,0.55929,0.44969,0.47132,0.28541,1.351,1.073,1.0263,0.001648,0.001648,0.001648,,,,,,
466,1.3846,1.0447,1.0205,0.55893,0.44956,0.47124,0.28557,1.3508,1.073,1.0263,0.00163,0.00163,0.00163,,,,,,
467,1.3827,1.045,1.0263,0.55902,0.44937,0.47131,0.28549,1.351,1.0731,1.0264,0.001612,0.001612,0.001612,,,,,,
468,1.3774,1.0464,1.0221,0.55887,0.44971,0.47152,0.28583,1.3512,1.0728,1.0264,0.001594,0.001594,0.001594,,,,,,
469,1.3799,1.0405,1.0205,0.55773,0.4505,0.47164,0.28584,1.3511,1.0728,1.0264,0.001576,0.001576,0.001576,,,,,,
470,1.3861,1.0469,1.0245,0.55924,0.44879,0.47144,0.28564,1.3512,1.073,1.0264,0.001558,0.001558,0.001558,,,,,,
471,1.3761,1.0408,1.019,0.55919,0.44842,0.47131,0.28574,1.3511,1.073,1.0264,0.00154,0.00154,0.00154,,,,,,
472,1.3866,1.0487,1.0233,0.5596,0.44842,0.47144,0.2858,1.3513,1.073,1.0264,0.001522,0.001522,0.001522,,,,,,
473,1.3753,1.038,1.0205,0.55949,0.44758,0.471,0.28575,1.3513,1.0732,1.0264,0.001504,0.001504,0.001504,,,,,,
474,1.3779,1.0384,1.0193,0.55966,0.44754,0.4712,0.28576,1.3514,1.0732,1.0264,0.001486,0.001486,0.001486,,,,,,
475,1.38,1.0415,1.0192,0.56099,0.44656,0.47148,0.28586,1.3513,1.0733,1.0264,0.001468,0.001468,0.001468,,,,,,
476,1.3762,1.0376,1.0191,0.55912,0.44732,0.47117,0.28591,1.3513,1.0734,1.0264,0.00145,0.00145,0.00145,,,,,,
477,1.3746,1.0426,1.0204,0.5589,0.44756,0.47132,0.28578,1.3512,1.0733,1.0264,0.001432,0.001432,0.001432,,,,,,
478,1.3732,1.0395,1.0221,0.55914,0.44712,0.47128,0.28585,1.3515,1.0735,1.0264,0.001414,0.001414,0.001414,,,,,,
479,1.3799,1.0435,1.0196,0.5595,0.44697,0.47131,0.28603,1.3514,1.0735,1.0264,0.001396,0.001396,0.001396,,,,,,
480,1.386,1.0456,1.0223,0.55742,0.44789,0.47192,0.28611,1.3515,1.0735,1.0264,0.001378,0.001378,0.001378,,,,,,
481,1.3666,1.0383,1.0197,0.55764,0.44824,0.47154,0.28607,1.3513,1.0735,1.0263,0.00136,0.00136,0.00136,,,,,,
482,1.374,1.0387,1.0183,0.55542,0.44905,0.47149,0.28605,1.3511,1.0735,1.0263,0.001342,0.001342,0.001342,,,,,,
483,1.3729,1.0347,1.0178,0.55613,0.44911,0.47156,0.28592,1.3515,1.0737,1.0263,0.001324,0.001324,0.001324,,,,,,
484,1.3777,1.0364,1.0188,0.55582,0.44901,0.47141,0.28585,1.3514,1.0736,1.0263,0.001306,0.001306,0.001306,,,,,,
485,1.376,1.0378,1.0212,0.55838,0.44796,0.47165,0.28603,1.3513,1.0735,1.0264,0.001288,0.001288,0.001288,,,,,,
486,1.373,1.0379,1.0203,0.55841,0.44786,0.47146,0.28601,1.3513,1.0734,1.0263,0.00127,0.00127,0.00127,,,,,,
487,1.3744,1.0342,1.0216,0.5589,0.44835,0.47163,0.28594,1.3512,1.0734,1.0264,0.001252,0.001252,0.001252,,,,,,
488,1.3792,1.0369,1.0198,0.56133,0.44682,0.47171,0.28577,1.3512,1.0735,1.0263,0.001234,0.001234,0.001234,,,,,,
489,1.3734,1.0378,1.0207,0.56162,0.44673,0.47169,0.286,1.3512,1.0735,1.0263,0.001216,0.001216,0.001216,,,,,,
490,1.3791,1.0386,1.0222,0.55942,0.44687,0.47154,0.2859,1.3512,1.0736,1.0263,0.001198,0.001198,0.001198,,,,,,
491,1.3761,1.0356,1.0175,0.5598,0.44714,0.47188,0.28606,1.3513,1.0736,1.0263,0.00118,0.00118,0.00118,,,,,,
492,1.3763,1.0355,1.0195,0.56079,0.44651,0.47173,0.28616,1.3512,1.0734,1.0263,0.001162,0.001162,0.001162,,,,,,
493,1.3762,1.0415,1.0204,0.55852,0.44886,0.47188,0.28612,1.3511,1.0735,1.0264,0.001144,0.001144,0.001144,,,,,,
494,1.3764,1.0364,1.0213,0.55964,0.44758,0.472,0.28625,1.3508,1.0733,1.0262,0.001126,0.001126,0.001126,,,,,,
495,1.3779,1.0366,1.0187,0.56007,0.44835,0.47212,0.28624,1.3508,1.0734,1.0262,0.001108,0.001108,0.001108,,,,,,
496,1.375,1.0317,1.0181,0.56034,0.44825,0.47234,0.28635,1.3506,1.0733,1.0262,0.00109,0.00109,0.00109,,,,,,
497,1.3778,1.0391,1.02,0.56226,0.44722,0.47257,0.28635,1.3505,1.0735,1.0262,0.001072,0.001072,0.001072,,,,,,
498,1.3742,1.0331,1.0196,0.56305,0.44751,0.47288,0.28649,1.3504,1.0735,1.0261,0.001054,0.001054,0.001054,,,,,,
499,1.3711,1.0376,1.0189,0.56308,0.44746,0.47276,0.28627,1.3505,1.0733,1.0262,0.001036,0.001036,0.001036,,,,,,
500,1.3645,1.0278,1.019,0.5637,0.44765,0.47249,0.28647,1.3504,1.0732,1.0261,0.001018,0.001018,0.001018,,,,,,
501,1.3716,1.0343,1.0169,0.56493,0.44636,0.47247,0.28626,1.3505,1.0734,1.0261,0.001,0.001,0.001,,,,,,
502,1.3691,1.0337,1.0214,0.56345,0.44724,0.47256,0.28648,1.3505,1.0734,1.026,0.000982,0.000982,0.000982,,,,,,
503,1.3752,1.0371,1.0211,0.56289,0.44759,0.47256,0.28642,1.3506,1.0734,1.0261,0.000964,0.000964,0.000964,,,,,,
504,1.3674,1.0319,1.0184,0.56328,0.44769,0.47261,0.28648,1.3505,1.0735,1.026,0.000946,0.000946,0.000946,,,,,,
505,1.3756,1.0376,1.0203,0.56246,0.44764,0.47246,0.28636,1.3506,1.0735,1.026,0.000928,0.000928,0.000928,,,,,,
506,1.372,1.0328,1.0181,0.56253,0.44769,0.47227,0.28643,1.3506,1.0736,1.026,0.00091,0.00091,0.00091,,,,,,
507,1.3678,1.0291,1.0168,0.56327,0.44738,0.47243,0.28638,1.3505,1.0735,1.0259,0.000892,0.000892,0.000892,,,,,,
508,1.3677,1.0289,1.0174,0.56296,0.44774,0.47229,0.28631,1.3506,1.0734,1.0259,0.000874,0.000874,0.000874,,,,,,
509,1.3679,1.0257,1.0187,0.56283,0.44755,0.4728,0.28645,1.3508,1.0737,1.0259,0.000856,0.000856,0.000856,,,,,,
510,1.3654,1.0288,1.0181,0.56334,0.44783,0.47253,0.28632,1.3505,1.0739,1.0259,0.000838,0.000838,0.000838,,,,,,
511,1.368,1.0278,1.0195,0.56327,0.4484,0.47291,0.28627,1.3507,1.0738,1.0259,0.00082,0.00082,0.00082,,,,,,
512,1.3663,1.0246,1.016,0.56308,0.44849,0.47299,0.28633,1.3504,1.0737,1.0258,0.000802,0.000802,0.000802,,,,,,
513,1.3714,1.0293,1.0171,0.56349,0.44852,0.47305,0.28621,1.3504,1.0736,1.0258,0.000784,0.000784,0.000784,,,,,,
514,1.3715,1.0254,1.0177,0.56298,0.44898,0.47314,0.28636,1.3504,1.0736,1.0258,0.000766,0.000766,0.000766,,,,,,
515,1.3697,1.0278,1.0178,0.56394,0.44902,0.47346,0.28648,1.3503,1.0736,1.0257,0.000748,0.000748,0.000748,,,,,,
516,1.3751,1.0313,1.0182,0.56435,0.44918,0.4735,0.28637,1.3504,1.0737,1.0258,0.00073,0.00073,0.00073,,,,,,
517,1.3586,1.0216,1.0151,0.5644,0.44915,0.47356,0.28663,1.3503,1.0738,1.0258,0.000712,0.000712,0.000712,,,,,,
518,1.3628,1.0223,1.0182,0.56377,0.44883,0.47348,0.28644,1.3502,1.0738,1.0257,0.000694,0.000694,0.000694,,,,,,
519,1.3677,1.025,1.0151,0.56676,0.44826,0.47378,0.28655,1.3506,1.0741,1.0258,0.000676,0.000676,0.000676,,,,,,
520,1.3661,1.0228,1.0161,0.56448,0.44912,0.474,0.28657,1.3504,1.074,1.0257,0.000658,0.000658,0.000658,,,,,,
521,1.3652,1.0227,1.0171,0.56539,0.44919,0.47394,0.28652,1.3504,1.0741,1.0257,0.00064,0.00064,0.00064,,,,,,
522,1.368,1.024,1.0173,0.56448,0.44897,0.47393,0.28639,1.3505,1.0742,1.0257,0.000622,0.000622,0.000622,,,,,,
523,1.3641,1.023,1.0147,0.56661,0.44871,0.47402,0.28654,1.3505,1.0742,1.0257,0.000604,0.000604,0.000604,,,,,,
524,1.3688,1.0264,1.0202,0.56808,0.44766,0.47393,0.28653,1.3504,1.0742,1.0257,0.000586,0.000586,0.000586,,,,,,
525,1.3667,1.0259,1.0165,0.56787,0.44806,0.47355,0.28625,1.3506,1.0743,1.0257,0.000568,0.000568,0.000568,,,,,,
526,1.3692,1.0253,1.0167,0.56917,0.44689,0.4738,0.28639,1.3507,1.0743,1.0257,0.00055,0.00055,0.00055,,,,,,
527,1.3659,1.0268,1.0182,0.56676,0.44802,0.47378,0.2863,1.3508,1.0744,1.0258,0.000532,0.000532,0.000532,,,,,,
528,1.3735,1.0296,1.0158,0.5689,0.44673,0.47385,0.28641,1.3507,1.0743,1.0257,0.000514,0.000514,0.000514,,,,,,
529,1.3692,1.0231,1.0147,0.56617,0.44876,0.47377,0.28629,1.3507,1.0744,1.0257,0.000496,0.000496,0.000496,,,,,,
530,1.3626,1.0222,1.0139,0.56718,0.44795,0.47408,0.28639,1.3506,1.0742,1.0256,0.000478,0.000478,0.000478,,,,,,
531,1.3685,1.0215,1.0158,0.5694,0.44702,0.47444,0.28656,1.3506,1.0742,1.0257,0.00046,0.00046,0.00046,,,,,,
532,1.3652,1.0194,1.0134,0.56801,0.44689,0.47423,0.28649,1.3507,1.0739,1.0257,0.000442,0.000442,0.000442,,,,,,
533,1.3647,1.0204,1.0177,0.56805,0.44743,0.47429,0.28672,1.3506,1.0739,1.0257,0.000424,0.000424,0.000424,,,,,,
534,1.361,1.0186,1.0141,0.56763,0.44722,0.47412,0.28646,1.3508,1.0738,1.0256,0.000406,0.000406,0.000406,,,,,,
535,1.3655,1.0217,1.0128,0.56789,0.4475,0.4744,0.2865,1.351,1.0739,1.0257,0.000388,0.000388,0.000388,,,,,,
536,1.3639,1.0209,1.0161,0.56722,0.44748,0.47441,0.2866,1.3509,1.0741,1.0256,0.00037,0.00037,0.00037,,,,,,
537,1.3592,1.0176,1.0161,0.56782,0.44775,0.4746,0.28661,1.3509,1.0739,1.0256,0.000352,0.000352,0.000352,,,,,,
538,1.3723,1.0232,1.0179,0.57241,0.44539,0.47464,0.28671,1.3509,1.0737,1.0255,0.000334,0.000334,0.000334,,,,,,
539,1.3658,1.0198,1.0164,0.57188,0.44544,0.47467,0.2866,1.3511,1.0736,1.0256,0.000316,0.000316,0.000316,,,,,,
540,1.3707,1.0065,1.0273,0.57203,0.44556,0.47486,0.2868,1.3509,1.0734,1.0255,0.000298,0.000298,0.000298,,,,,,
541,1.3604,0.99708,1.0227,0.57242,0.445,0.47488,0.28688,1.3509,1.0735,1.0255,0.00028,0.00028,0.00028,,,,,,
542,1.3591,0.99892,1.0226,0.57153,0.44515,0.47492,0.28681,1.3509,1.0735,1.0254,0.000262,0.000262,0.000262,,,,,,
543,1.3567,0.9935,1.022,0.57335,0.44384,0.47481,0.28683,1.3511,1.0735,1.0254,0.000244,0.000244,0.000244,,,,,,
544,1.3557,0.99358,1.0224,0.57404,0.44407,0.47502,0.28672,1.3511,1.0734,1.0254,0.000226,0.000226,0.000226,,,,,,
545,1.3557,0.99135,1.0234,0.57458,0.44502,0.47509,0.2866,1.3511,1.0733,1.0254,0.000208,0.000208,0.000208,,,,,,
546,1.3541,0.9901,1.0213,0.57455,0.44553,0.47529,0.28673,1.3511,1.0731,1.0254,0.00019,0.00019,0.00019,,,,,,
547,1.3534,0.99061,1.0221,0.57474,0.44538,0.47521,0.28675,1.3511,1.073,1.0254,0.000172,0.000172,0.000172,,,,,,
