                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,,,,,,,,
347,1.9264,1.1105,1.0524,0.61868,0.62714,0.61659,0.26028,1.9441,1.1254,1.085,0.003772,0.003772,0.003772,,,,,,,,
348,1.9207,1.0942,1.0525,0.62343,0.62782,0.61856,0.26091,1.9444,1.1255,1.085,0.003754,0.003754,0.003754,,,,,,,,
349,1.9199,1.0921,1.0532,0.62355,0.62574,0.61933,0.26125,1.9446,1.1253,1.085,0.003736,0.003736,0.003736,,,,,,,,
350,1.9237,1.1008,1.0502,0.62335,0.62707,0.6185,0.26133,1.9442,1.1246,1.0848,0.003718,0.003718,0.003718,,,,,,,,
351,1.923,1.0999,1.0536,0.6204,0.62456,0.61431,0.26016,1.9439,1.1245,1.0849,0.0037,0.0037,0.0037,,,,,,,,
352,1.9175,1.0933,1.0521,0.62575,0.62574,0.61673,0.26076,1.9442,1.1244,1.0848,0.003682,0.003682,0.003682,,,,,,,,
353,1.9314,1.0998,1.0465,0.62579,0.62503,0.61662,0.26103,1.9445,1.1245,1.0848,0.003664,0.003664,0.003664,,,,,,,,
354,1.9333,1.1134,1.0593,0.63338,0.6212,0.61751,0.26166,1.9443,1.1242,1.0846,0.003646,0.003646,0.003646,,,,,,,,
355,1.9213,1.0923,1.0541,0.62942,0.62353,0.61709,0.26124,1.9437,1.1242,1.0845,0.003628,0.003628,0.003628,,,,,,,,
356,1.9249,1.1089,1.0504,0.62944,0.62366,0.61717,0.26199,1.9433,1.1226,1.0845,0.00361,0.00361,0.00361,,,,,,,,
357,1.9151,1.0979,1.053,0.63146,0.62047,0.617,0.26164,1.9434,1.1223,1.0844,0.003592,0.003592,0.003592,,,,,,,,
358,1.9251,1.1063,1.0533,0.63275,0.62165,0.61774,0.26208,1.9431,1.1222,1.0844,0.003574,0.003574,0.003574,,,,,,,,
359,1.9195,1.0894,1.0529,0.6391,0.61524,0.61717,0.2618,1.9429,1.122,1.0843,0.003556,0.003556,0.003556,,,,,,,,
360,1.9156,1.0905,1.0499,0.6409,0.61229,0.61801,0.26238,1.9425,1.1214,1.0843,0.003538,0.003538,0.003538,,,,,,,,
361,1.913,1.0786,1.0493,0.6418,0.61436,0.61821,0.26177,1.9427,1.1211,1.0843,0.00352,0.00352,0.00352,,,,,,,,
362,1.925,1.1001,1.0546,0.64091,0.61966,0.62049,0.26173,1.9426,1.1206,1.0843,0.003502,0.003502,0.003502,,,,,,,,
363,1.9189,1.0945,1.0512,0.64312,0.61855,0.62111,0.26206,1.9425,1.1205,1.0844,0.003484,0.003484,0.003484,,,,,,,,
364,1.9203,1.0819,1.0485,0.6398,0.61684,0.61655,0.26149,1.942,1.1206,1.0843,0.003466,0.003466,0.003466,,,,,,,,
365,1.9252,1.0997,1.054,0.64135,0.61643,0.61702,0.26199,1.9418,1.1202,1.0843,0.003448,0.003448,0.003448,,,,,,,,
366,1.9189,1.091,1.0499,0.64067,0.61867,0.61785,0.26238,1.9423,1.1202,1.0844,0.00343,0.00343,0.00343,,,,,,,,
367,1.9199,1.0903,1.051,0.63972,0.61928,0.61707,0.26252,1.942,1.1203,1.0843,0.003412,0.003412,0.003412,,,,,,,,
368,1.9143,1.0832,1.0501,0.63925,0.61902,0.61658,0.26271,1.9427,1.1197,1.0842,0.003394,0.003394,0.003394,,,,,,,,
369,1.9315,1.1062,1.0529,0.64062,0.61972,0.61656,0.26255,1.9422,1.1196,1.0843,0.003376,0.003376,0.003376,,,,,,,,
370,1.9202,1.0871,1.0539,0.64028,0.61706,0.61641,0.26302,1.9424,1.1199,1.0844,0.003358,0.003358,0.003358,,,,,,,,
371,1.9319,1.0894,1.0492,0.64727,0.61941,0.62032,0.26317,1.9422,1.12,1.0845,0.00334,0.00334,0.00334,,,,,,,,
372,1.9222,1.0832,1.0523,0.64906,0.61809,0.61956,0.26306,1.9425,1.1189,1.0844,0.003322,0.003322,0.003322,,,,,,,,
373,1.9193,1.0868,1.0509,0.64639,0.61831,0.62041,0.26359,1.9425,1.1191,1.0845,0.003304,0.003304,0.003304,,,,,,,,
374,1.9217,1.0968,1.0492,0.64637,0.61648,0.62039,0.26444,1.9418,1.1182,1.0843,0.003286,0.003286,0.003286,,,,,,,,
375,1.9152,1.0699,1.0465,0.64993,0.61614,0.62104,0.26423,1.9414,1.1183,1.0842,0.003268,0.003268,0.003268,,,,,,,,
376,1.9194,1.0972,1.0493,0.64727,0.61597,0.61967,0.26383,1.9414,1.1178,1.084,0.00325,0.00325,0.00325,,,,,,,,
377,1.9076,1.0803,1.0468,0.6486,0.61567,0.61954,0.26347,1.9411,1.1168,1.084,0.003232,0.003232,0.003232,,,,,,,,
378,1.9219,1.0798,1.0527,0.6443,0.61439,0.61784,0.26339,1.9406,1.1165,1.0839,0.003214,0.003214,0.003214,,,,,,,,
379,1.9057,1.0842,1.0474,0.64523,0.61689,0.62164,0.2648,1.9403,1.1161,1.0838,0.003196,0.003196,0.003196,,,,,,,,
380,1.9065,1.0752,1.0509,0.64477,0.61708,0.62074,0.26401,1.9412,1.1161,1.0838,0.003178,0.003178,0.003178,,,,,,,,
381,1.9149,1.0791,1.0522,0.64471,0.61761,0.61997,0.26409,1.9416,1.1164,1.084,0.00316,0.00316,0.00316,,,,,,,,
382,1.9194,1.0857,1.0511,0.64216,0.61686,0.62,0.26479,1.9412,1.1161,1.0839,0.003142,0.003142,0.003142,,,,,,,,
383,1.9178,1.0773,1.0489,0.6452,0.61604,0.62235,0.26434,1.941,1.1149,1.0838,0.003124,0.003124,0.003124,,,,,,,,
384,1.9213,1.0934,1.0546,0.65233,0.61408,0.62349,0.26438,1.9411,1.1147,1.084,0.003106,0.003106,0.003106,,,,,,,,
385,1.9146,1.0731,1.0455,0.65117,0.61321,0.62337,0.26407,1.9412,1.1154,1.0841,0.003088,0.003088,0.003088,,,,,,,,
386,1.9136,1.0877,1.0523,0.6505,0.61247,0.6234,0.2637,1.9413,1.1148,1.0842,0.00307,0.00307,0.00307,,,,,,,,
387,1.9175,1.0862,1.0497,0.6518,0.61158,0.62608,0.26356,1.9412,1.1151,1.0842,0.003052,0.003052,0.003052,,,,,,,,
388,1.92,1.088,1.0471,0.65087,0.60829,0.62261,0.26394,1.9412,1.1151,1.0844,0.003034,0.003034,0.003034,,,,,,,,
389,1.9151,1.0755,1.0487,0.65207,0.60844,0.62235,0.26372,1.9417,1.1146,1.0845,0.003016,0.003016,0.003016,,,,,,,,
390,1.9223,1.0833,1.0481,0.65178,0.60945,0.62166,0.26292,1.941,1.1142,1.0845,0.002998,0.002998,0.002998,,,,,,,,
391,1.9154,1.0809,1.0466,0.65086,0.60722,0.62212,0.26435,1.9415,1.1132,1.0844,0.00298,0.00298,0.00298,,,,,,,,
392,1.9153,1.0823,1.0486,0.64962,0.60738,0.62186,0.26499,1.9412,1.1124,1.0845,0.002962,0.002962,0.002962,,,,,,,,
393,1.9049,1.083,1.0477,0.65055,0.60786,0.62483,0.2654,1.9409,1.1126,1.0843,0.002944,0.002944,0.002944,,,,,,,,
394,1.909,1.0811,1.0495,0.65034,0.61021,0.62706,0.26652,1.9402,1.1116,1.0841,0.002926,0.002926,0.002926,,,,,,,,
395,1.9086,1.0823,1.0497,0.66095,0.60617,0.62654,0.26559,1.9407,1.1114,1.0841,0.002908,0.002908,0.002908,,,,,,,,
396,1.9199,1.0835,1.0524,0.64805,0.61084,0.6265,0.26583,1.9404,1.1107,1.084,0.00289,0.00289,0.00289,,,,,,,,
397,1.9084,1.0741,1.0452,0.65211,0.60747,0.62378,0.26624,1.9405,1.1099,1.0841,0.002872,0.002872,0.002872,,,,,,,,
398,1.9119,1.0723,1.0481,0.65514,0.60668,0.6238,0.26647,1.9399,1.1101,1.0839,0.002854,0.002854,0.002854,,,,,,,,
399,1.9092,1.0682,1.0457,0.65519,0.60637,0.62337,0.26607,1.9401,1.1103,1.0839,0.002836,0.002836,0.002836,,,,,,,,
400,1.9064,1.0747,1.0487,0.65876,0.60801,0.62757,0.26645,1.9398,1.1099,1.0838,0.002818,0.002818,0.002818,,,,,,,,
401,1.9192,1.0871,1.0556,0.65721,0.60867,0.62676,0.26618,1.9406,1.1099,1.0839,0.0028,0.0028,0.0028,,,,,,,,
402,1.9121,1.0753,1.0485,0.63522,0.61539,0.62418,0.26657,1.9403,1.1093,1.0838,0.002782,0.002782,0.002782,,,,,,,,
403,1.91,1.079,1.0455,0.6621,0.5998,0.62399,0.26641,1.9408,1.1088,1.0838,0.002764,0.002764,0.002764,,,,,,,,
404,1.9221,1.0774,1.0541,0.65049,0.60397,0.62333,0.26621,1.9404,1.1088,1.0838,0.002746,0.002746,0.002746,,,,,,,,
405,1.9176,1.0779,1.0471,0.64202,0.60401,0.62038,0.26571,1.9407,1.1083,1.0837,0.002728,0.002728,0.002728,,,,,,,,
406,1.9076,1.0782,1.0459,0.64913,0.60375,0.6224,0.26527,1.9404,1.1077,1.0837,0.00271,0.00271,0.00271,,,,,,,,
407,1.909,1.0762,1.0452,0.65084,0.60164,0.6238,0.26578,1.9402,1.1074,1.0836,0.002692,0.002692,0.002692,,,,,,,,
408,1.9045,1.0765,1.0428,0.65068,0.59838,0.62452,0.26658,1.9401,1.1069,1.0835,0.002674,0.002674,0.002674,,,,,,,,
409,1.9011,1.0721,1.0433,0.6548,0.59744,0.62428,0.26687,1.9396,1.1072,1.0836,0.002656,0.002656,0.002656,,,,,,,,
410,1.902,1.0553,1.0432,0.64583,0.59756,0.61976,0.26576,1.9394,1.1072,1.0834,0.002638,0.002638,0.002638,,,,,,,,
411,1.9018,1.0736,1.051,0.64586,0.5976,0.62078,0.26571,1.9393,1.1062,1.0833,0.00262,0.00262,0.00262,,,,,,,,
412,1.9126,1.066,1.0427,0.64488,0.60263,0.62004,0.26602,1.9391,1.1066,1.0833,0.002602,0.002602,0.002602,,,,,,,,
413,1.9101,1.0722,1.0477,0.65425,0.5941,0.61969,0.26613,1.9392,1.1058,1.0832,0.002584,0.002584,0.002584,,,,,,,,
414,1.9083,1.0697,1.0466,0.65704,0.59388,0.62009,0.26622,1.9392,1.1055,1.0831,0.002566,0.002566,0.002566,,,,,,,,
415,1.9031,1.0706,1.0468,0.65596,0.59446,0.62028,0.26611,1.939,1.1056,1.0831,0.002548,0.002548,0.002548,,,,,,,,
416,1.8977,1.0698,1.042,0.6532,0.59321,0.61963,0.26595,1.9387,1.1057,1.083,0.00253,0.00253,0.00253,,,,,,,,
417,1.9041,1.0657,1.0464,0.65163,0.59765,0.61981,0.26643,1.9389,1.1047,1.0828,0.002512,0.002512,0.002512,,,,,,,,
418,1.8933,1.0605,1.0463,0.63367,0.60371,0.61557,0.26583,1.9391,1.1046,1.0829,0.002494,0.002494,0.002494,,,,,,,,
419,1.9036,1.0769,1.0413,0.63334,0.60522,0.6152,0.26574,1.9388,1.1043,1.0829,0.002476,0.002476,0.002476,,,,,,,,
420,1.9031,1.0742,1.0537,0.62955,0.60537,0.6145,0.2662,1.9389,1.1037,1.083,0.002458,0.002458,0.002458,,,,,,,,
421,1.9053,1.06,1.052,0.62573,0.60591,0.61367,0.266,1.9384,1.1036,1.0829,0.00244,0.00244,0.00244,,,,,,,,
422,1.9012,1.0617,1.0455,0.62753,0.60105,0.61451,0.26607,1.9384,1.1038,1.0828,0.002422,0.002422,0.002422,,,,,,,,
423,1.9044,1.0548,1.0456,0.62419,0.60765,0.61463,0.26604,1.9382,1.1033,1.0827,0.002404,0.002404,0.002404,,,,,,,,
424,1.914,1.0752,1.0514,0.62481,0.60825,0.61412,0.26532,1.9385,1.1027,1.0827,0.002386,0.002386,0.002386,,,,,,,,
425,1.8956,1.063,1.0453,0.62366,0.60711,0.61496,0.26631,1.9384,1.1023,1.0827,0.002368,0.002368,0.002368,,,,,,,,
426,1.9066,1.0744,1.0426,0.62272,0.60852,0.61442,0.26626,1.9379,1.1018,1.0827,0.00235,0.00235,0.00235,,,,,,,,
427,1.9017,1.0641,1.0407,0.62186,0.61079,0.61553,0.26656,1.9382,1.1017,1.0828,0.002332,0.002332,0.002332,,,,,,,,
428,1.8962,1.0567,1.0453,0.61754,0.61526,0.61786,0.26587,1.9377,1.1015,1.0826,0.002314,0.002314,0.002314,,,,,,,,
429,1.9021,1.0574,1.0497,0.61752,0.61821,0.61951,0.26576,1.9372,1.1012,1.0825,0.002296,0.002296,0.002296,,,,,,,,
430,1.9068,1.0627,1.045,0.62195,0.61624,0.61986,0.26536,1.9371,1.1006,1.0826,0.002278,0.002278,0.002278,,,,,,,,
431,1.9107,1.0735,1.047,0.62274,0.61582,0.61989,0.26549,1.9367,1.0996,1.0825,0.00226,0.00226,0.00226,,,,,,,,
432,1.8926,1.0582,1.0444,0.62096,0.61372,0.62093,0.26588,1.9365,1.0994,1.0823,0.002242,0.002242,0.002242,,,,,,,,
433,1.9037,1.0634,1.0445,0.62207,0.61241,0.6185,0.26647,1.9359,1.0986,1.0819,0.002224,0.002224,0.002224,,,,,,,,
434,1.9092,1.0645,1.043,0.61922,0.61398,0.6198,0.26726,1.9359,1.0983,1.0821,0.002206,0.002206,0.002206,,,,,,,,
435,1.9051,1.0647,1.0516,0.62281,0.6148,0.62108,0.26728,1.9357,1.0985,1.0821,0.002188,0.002188,0.002188,,,,,,,,
436,1.9019,1.0586,1.0432,0.62166,0.61353,0.62221,0.26748,1.9352,1.0982,1.082,0.00217,0.00217,0.00217,,,,,,,,
437,1.901,1.0619,1.0391,0.61939,0.61743,0.62259,0.26807,1.9348,1.0982,1.0819,0.002152,0.002152,0.002152,,,,,,,,
438,1.8892,1.0562,1.0449,0.61848,0.61557,0.61953,0.26677,1.9344,1.0976,1.0817,0.002134,0.002134,0.002134,,,,,,,,
439,1.8923,1.0596,1.0425,0.62156,0.61959,0.62266,0.26766,1.9346,1.097,1.0816,0.002116,0.002116,0.002116,,,,,,,,
440,1.8942,1.0499,1.0429,0.62475,0.61824,0.62333,0.26735,1.9344,1.0967,1.0816,0.002098,0.002098,0.002098,,,,,,,,
441,1.8983,1.0583,1.0462,0.62728,0.61782,0.62336,0.26809,1.9341,1.0971,1.0815,0.00208,0.00208,0.00208,,,,,,,,
442,1.8928,1.0538,1.0425,0.62525,0.62002,0.62224,0.26859,1.9346,1.0971,1.0817,0.002062,0.002062,0.002062,,,,,,,,
443,1.8976,1.0538,1.0437,0.6287,0.61544,0.62106,0.26805,1.9345,1.0972,1.0816,0.002044,0.002044,0.002044,,,,,,,,
444,1.8972,1.0575,1.0408,0.62867,0.61473,0.62084,0.26808,1.9343,1.0966,1.0816,0.002026,0.002026,0.002026,,,,,,,,
445,1.9058,1.0557,1.0403,0.63485,0.61144,0.62167,0.26839,1.934,1.0969,1.0817,0.002008,0.002008,0.002008,,,,,,,,
446,1.8987,1.0474,1.0414,0.63773,0.61105,0.62361,0.26854,1.9336,1.0962,1.0815,0.00199,0.00199,0.00199,,,,,,,,
447,1.8911,1.0465,1.0399,0.63783,0.61182,0.62343,0.26834,1.934,1.0959,1.0816,0.001972,0.001972,0.001972,,,,,,,,
448,1.8965,1.0582,1.0398,0.63842,0.60977,0.62553,0.2688,1.933,1.0955,1.0814,0.001954,0.001954,0.001954,,,,,,,,
449,1.8984,1.0576,1.0435,0.63793,0.61095,0.62499,0.26898,1.9334,1.0951,1.0815,0.001936,0.001936,0.001936,,,,,,,,
450,1.8907,1.0497,1.0432,0.6361,0.61352,0.62595,0.26853,1.9334,1.0951,1.0815,0.001918,0.001918,0.001918,,,,,,,,
451,1.8858,1.0501,1.0423,0.63465,0.6163,0.62608,0.26839,1.9333,1.0942,1.0815,0.0019,0.0019,0.0019,,,,,,,,
452,1.9052,1.0491,1.0488,0.63693,0.61398,0.62664,0.26862,1.9331,1.0942,1.0814,0.001882,0.001882,0.001882,,,,,,,,
453,1.9016,1.0567,1.0431,0.63674,0.6132,0.62605,0.26842,1.9337,1.094,1.0814,0.001864,0.001864,0.001864,,,,,,,,
454,1.8854,1.0446,1.0394,0.63409,0.61396,0.62256,0.26821,1.9331,1.0934,1.0814,0.001846,0.001846,0.001846,,,,,,,,
455,1.8915,1.0461,1.0437,0.63459,0.61498,0.62283,0.26781,1.9339,1.0933,1.0815,0.001828,0.001828,0.001828,,,,,,,,
456,1.8863,1.0523,1.0441,0.63685,0.61439,0.62187,0.26814,1.933,1.0925,1.0813,0.00181,0.00181,0.00181,,,,,,,,
457,1.8942,1.0565,1.0475,0.63895,0.61281,0.62109,0.26816,1.9332,1.0917,1.0815,0.001792,0.001792,0.001792,,,,,,,,
458,1.8773,1.037,1.0379,0.62458,0.62342,0.62037,0.26796,1.9327,1.0918,1.0814,0.001774,0.001774,0.001774,,,,,,,,
459,1.8924,1.0449,1.0419,0.62727,0.62631,0.62189,0.26828,1.9327,1.0922,1.0814,0.001756,0.001756,0.001756,,,,,,,,
460,1.884,1.0425,1.0376,0.62718,0.62632,0.62215,0.26856,1.9331,1.092,1.0814,0.001738,0.001738,0.001738,,,,,,,,
461,1.905,1.0446,1.0433,0.62964,0.62694,0.62252,0.26885,1.9329,1.0919,1.0814,0.00172,0.00172,0.00172,,,,,,,,
462,1.8945,1.0437,1.0452,0.63197,0.62643,0.62662,0.26935,1.932,1.0923,1.0809,0.001702,0.001702,0.001702,,,,,,,,
463,1.8854,1.0452,1.0441,0.63347,0.62696,0.626,0.26927,1.9319,1.0916,1.0809,0.001684,0.001684,0.001684,,,,,,,,
464,1.8885,1.0474,1.037,0.63313,0.62484,0.62507,0.26881,1.9317,1.0912,1.081,0.001666,0.001666,0.001666,,,,,,,,
465,1.8874,1.0409,1.0407,0.63483,0.62479,0.62533,0.26963,1.9315,1.091,1.081,0.001648,0.001648,0.001648,,,,,,,,
466,1.888,1.0433,1.0404,0.63469,0.62854,0.62645,0.26946,1.9314,1.09,1.081,0.00163,0.00163,0.00163,,,,,,,,
467,1.8869,1.0463,1.0445,0.63538,0.62691,0.62614,0.27027,1.9315,1.0901,1.081,0.001612,0.001612,0.001612,,,,,,,,
468,1.8841,1.0403,1.0387,0.63315,0.62698,0.62467,0.27011,1.9312,1.0899,1.0807,0.001594,0.001594,0.001594,,,,,,,,
469,1.886,1.0448,1.0411,0.63167,0.62772,0.62561,0.27084,1.9306,1.0897,1.0806,0.001576,0.001576,0.001576,,,,,,,,
470,1.8821,1.0356,1.0442,0.6349,0.62478,0.625,0.2703,1.9305,1.0891,1.0805,0.001558,0.001558,0.001558,,,,,,,,
471,1.8969,1.0443,1.0394,0.63667,0.62446,0.62539,0.2707,1.9305,1.0894,1.0805,0.00154,0.00154,0.00154,,,,,,,,
472,1.8898,1.0421,1.0439,0.63599,0.62563,0.62419,0.26996,1.9301,1.088,1.0804,0.001522,0.001522,0.001522,,,,,,,,
473,1.8856,1.0389,1.0406,0.63358,0.62625,0.62452,0.27073,1.9296,1.0874,1.0801,0.001504,0.001504,0.001504,,,,,,,,
474,1.8894,1.0306,1.0423,0.63334,0.62611,0.62481,0.27068,1.9297,1.0872,1.0802,0.001486,0.001486,0.001486,,,,,,,,
475,1.8768,1.0313,1.0406,0.63437,0.629,0.62478,0.26994,1.9297,1.0874,1.0801,0.001468,0.001468,0.001468,,,,,,,,
476,1.88,1.0423,1.0428,0.63255,0.62938,0.62423,0.26998,1.9302,1.0869,1.0802,0.00145,0.00145,0.00145,,,,,,,,
477,1.8881,1.0326,1.0376,0.63046,0.6327,0.62542,0.27016,1.9295,1.0867,1.0801,0.001432,0.001432,0.001432,,,,,,,,
478,1.8694,1.0293,1.0388,0.63282,0.63269,0.62537,0.27003,1.9295,1.0861,1.08,0.001414,0.001414,0.001414,,,,,,,,
479,1.8918,1.0314,1.038,0.6297,0.6333,0.62562,0.26995,1.9297,1.0858,1.08,0.001396,0.001396,0.001396,,,,,,,,
480,1.8894,1.0456,1.0395,0.62973,0.63451,0.62578,0.26923,1.9293,1.0857,1.08,0.001378,0.001378,0.001378,,,,,,,,
481,1.8897,1.0396,1.0417,0.62608,0.63473,0.62568,0.26919,1.9288,1.0857,1.08,0.00136,0.00136,0.00136,,,,,,,,
482,1.8905,1.0275,1.0368,0.62662,0.63545,0.62709,0.26969,1.929,1.0857,1.0798,0.001342,0.001342,0.001342,,,,,,,,
483,1.8792,1.0305,1.0397,0.62716,0.63478,0.6279,0.26953,1.9286,1.0857,1.0797,0.001324,0.001324,0.001324,,,,,,,,
484,1.8863,1.035,1.0373,0.6278,0.63433,0.62728,0.26977,1.9284,1.085,1.0796,0.001306,0.001306,0.001306,,,,,,,,
485,1.8766,1.0389,1.0431,0.62773,0.63404,0.62761,0.27015,1.9279,1.0851,1.0796,0.001288,0.001288,0.001288,,,,,,,,
486,1.8835,1.0325,1.0395,0.62694,0.63156,0.62577,0.26989,1.9275,1.0845,1.0796,0.00127,0.00127,0.00127,,,,,,,,
487,1.8772,1.0204,1.036,0.62718,0.63172,0.62588,0.26976,1.9274,1.0845,1.0795,0.001252,0.001252,0.001252,,,,,,,,
488,1.8884,1.0332,1.0368,0.62771,0.63167,0.62593,0.27044,1.9277,1.0845,1.0795,0.001234,0.001234,0.001234,,,,,,,,
489,1.8773,1.0308,1.0392,0.6315,0.6304,0.62616,0.27017,1.9276,1.0845,1.0795,0.001216,0.001216,0.001216,,,,,,,,
490,1.8815,1.025,1.0401,0.6359,0.62942,0.62523,0.27104,1.9278,1.0844,1.0795,0.001198,0.001198,0.001198,,,,,,,,
491,1.8771,1.0276,1.033,0.63595,0.62683,0.62493,0.27041,1.9282,1.0844,1.0795,0.00118,0.00118,0.00118,,,,,,,,
492,1.8841,1.0362,1.0369,0.63782,0.62876,0.62526,0.26903,1.9271,1.0835,1.0793,0.001162,0.001162,0.001162,,,,,,,,
493,1.8834,1.0322,1.0366,0.63901,0.62875,0.6292,0.26974,1.9273,1.0834,1.0794,0.001144,0.001144,0.001144,,,,,,,,
494,1.8746,1.0303,1.0386,0.63898,0.62935,0.62839,0.26949,1.9272,1.0833,1.0792,0.001126,0.001126,0.001126,,,,,,,,
495,1.8739,1.0175,1.0407,0.63812,0.62947,0.6283,0.26917,1.9273,1.0832,1.0793,0.001108,0.001108,0.001108,,,,,,,,
496,1.8759,1.031,1.0384,0.64585,0.63122,0.63,0.26975,1.9273,1.083,1.0791,0.00109,0.00109,0.00109,,,,,,,,
497,1.8769,1.0158,1.038,0.6458,0.63094,0.62981,0.26959,1.9271,1.0832,1.0792,0.001072,0.001072,0.001072,,,,,,,,
498,1.8688,1.0248,1.0419,0.64566,0.63113,0.62965,0.26946,1.9269,1.0828,1.0793,0.001054,0.001054,0.001054,,,,,,,,
499,1.8721,1.0172,1.0388,0.64491,0.63001,0.62927,0.26837,1.927,1.0825,1.0792,0.001036,0.001036,0.001036,,,,,,,,
500,1.8673,1.0251,1.0372,0.64167,0.63006,0.62578,0.26823,1.9274,1.0828,1.0794,0.001018,0.001018,0.001018,,,,,,,,
501,1.8702,1.02,1.0392,0.64124,0.62728,0.62503,0.26769,1.9269,1.0827,1.0792,0.001,0.001,0.001,,,,,,,,
502,1.8848,1.0269,1.0363,0.64563,0.62849,0.62906,0.26865,1.9272,1.0828,1.0793,0.000982,0.000982,0.000982,,,,,,,,
503,1.8703,1.0204,1.0357,0.64125,0.62312,0.62429,0.26884,1.9266,1.0821,1.0792,0.000964,0.000964,0.000964,,,,,,,,
504,1.8769,1.0246,1.0392,0.6444,0.63013,0.62935,0.27,1.9262,1.0824,1.0791,0.000946,0.000946,0.000946,,,,,,,,
505,1.8716,1.0175,1.0376,0.64294,0.62873,0.62741,0.26975,1.9258,1.0821,1.0791,0.000928,0.000928,0.000928,,,,,,,,
506,1.8726,1.0171,1.0376,0.64185,0.62614,0.62571,0.26969,1.9254,1.0823,1.0789,0.00091,0.00091,0.00091,,,,,,,,
507,1.8684,1.0147,1.0394,0.64206,0.62814,0.62709,0.27124,1.9251,1.0817,1.0789,0.000892,0.000892,0.000892,,,,,,,,
508,1.8724,1.018,1.035,0.64232,0.63085,0.62756,0.272,1.9251,1.082,1.0788,0.000874,0.000874,0.000874,,,,,,,,
509,1.8738,1.0131,1.0345,0.64424,0.63426,0.63167,0.27172,1.9253,1.0824,1.0787,0.000856,0.000856,0.000856,,,,,,,,
510,1.8627,1.0155,1.034,0.64474,0.63231,0.63126,0.2717,1.9246,1.0823,1.0786,0.000838,0.000838,0.000838,,,,,,,,
511,1.8618,1.0149,1.0362,0.6435,0.63416,0.63097,0.27162,1.9244,1.0822,1.0785,0.00082,0.00082,0.00082,,,,,,,,
512,1.8648,1.0131,1.0339,0.64171,0.63459,0.63168,0.27017,1.9241,1.0821,1.0785,0.000802,0.000802,0.000802,,,,,,,,
513,1.8663,1.015,1.034,0.64391,0.63434,0.63323,0.27092,1.9246,1.0826,1.0786,0.000784,0.000784,0.000784,,,,,,,,
514,1.8742,1.0173,1.0391,0.64544,0.63612,0.6335,0.27091,1.9253,1.0827,1.0788,0.000766,0.000766,0.000766,,,,,,,,
515,1.869,1.028,1.0381,0.64227,0.63673,0.63402,0.27105,1.9253,1.0831,1.0786,0.000748,0.000748,0.000748,,,,,,,,
516,1.8617,1.0133,1.0321,0.64595,0.63224,0.63305,0.27094,1.9257,1.0833,1.0788,0.00073,0.00073,0.00073,,,,,,,,
517,1.8591,1.005,1.0341,0.64673,0.63162,0.63312,0.27031,1.9254,1.0832,1.0786,0.000712,0.000712,0.000712,,,,,,,,
518,1.8658,1.0087,1.0373,0.6461,0.63177,0.63372,0.27104,1.9254,1.0828,1.0786,0.000694,0.000694,0.000694,,,,,,,,
519,1.8717,1.0091,1.0334,0.64351,0.6311,0.6326,0.27038,1.9255,1.0825,1.0787,0.000676,0.000676,0.000676,,,,,,,,
520,1.865,1.017,1.0356,0.64544,0.63424,0.63348,0.27074,1.9251,1.0831,1.0787,0.000658,0.000658,0.000658,,,,,,,,
521,1.8679,1.014,1.037,0.64714,0.63166,0.63262,0.27044,1.9254,1.083,1.0788,0.00064,0.00064,0.00064,,,,,,,,
522,1.8552,1.0055,1.0338,0.64827,0.63357,0.63318,0.27038,1.925,1.0824,1.0786,0.000622,0.000622,0.000622,,,,,,,,
523,1.8647,1.0085,1.0356,0.64873,0.6294,0.63424,0.27065,1.9253,1.0826,1.0787,0.000604,0.000604,0.000604,,,,,,,,
524,1.861,1.011,1.0348,0.64717,0.62914,0.63289,0.27098,1.9249,1.0821,1.0785,0.000586,0.000586,0.000586,,,,,,,,
525,1.8623,1.0019,1.0307,0.64326,0.62342,0.62852,0.27045,1.9245,1.0819,1.0784,0.000568,0.000568,0.000568,,,,,,,,
526,1.8596,1.0075,1.0295,0.64651,0.62507,0.6329,0.27136,1.9245,1.0821,1.0784,0.00055,0.00055,0.00055,,,,,,,,
527,1.8677,1.0112,1.0303,0.64362,0.62269,0.62863,0.27072,1.9245,1.0815,1.0783,0.000532,0.000532,0.000532,,,,,,,,
528,1.8683,0.99946,1.0327,0.64295,0.62146,0.62877,0.27066,1.9245,1.081,1.0783,0.000514,0.000514,0.000514,,,,,,,,
529,1.8618,1.0062,1.0307,0.64328,0.62188,0.62042,0.26978,1.9248,1.0807,1.0783,0.000496,0.000496,0.000496,,,,,,,,
530,1.8556,1.0091,1.036,0.64722,0.62635,0.63237,0.27126,1.9247,1.0807,1.0782,0.000478,0.000478,0.000478,,,,,,,,
531,1.8572,1.002,1.034,0.64252,0.62182,0.62017,0.27008,1.9243,1.0799,1.078,0.00046,0.00046,0.00046,,,,,,,,
532,1.855,1.007,1.0352,0.64187,0.62196,0.61993,0.27005,1.9242,1.0801,1.078,0.000442,0.000442,0.000442,,,,,,,,
